model,layer_index,layer_ordinal,relative_depth,estimator,raw_or_pc,partition_idx,group_a,group_b,is_canonical_wei,S_group_a,S_group_b,S_between,delta_group_a,delta_group_b,T,rank
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,placebo_calibrated,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.3105320831139882,0.3642841577529907,0.4486720561981201,-0.1381399730841319,-0.0843878984451294,-0.11126393576463067,10
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,placebo_calibrated,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.3498656203349431,0.40663155913352966,0.4214450766642888,-0.0715794563293457,-0.014813517530759157,-0.04319648693005246,8
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,placebo_calibrated,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.41133685906728107,0.4206985682249069,0.3962656607230504,0.015071198344230652,0.024432907501856505,0.01975205292304355,3
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,placebo_calibrated,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.6091482937335968,0.361337145169576,0.35011565685272217,0.25903263688087463,0.011221488316853823,0.1351270625988642,2
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,placebo_calibrated,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.6167058149973551,0.3719085305929184,0.34407268795702195,0.27263312704033316,0.027835842635896446,0.1502344848381148,1
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,placebo_calibrated,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.46637048323949176,0.3016670246918996,0.41759830050998265,0.04877218272950912,-0.11593127581808305,-0.033579546544286965,7
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,placebo_calibrated,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.41859368483225506,0.25690409044424695,0.44844487806161243,-0.029851193229357365,-0.19154078761736548,-0.11069599042336142,9
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,median,placebo_calibrated,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.6209825277328491,0.20212007562319437,0.3992432687017653,0.22173925903108382,-0.19712319307857093,0.012308032976256433,4
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,raw,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.2067947629839182,0.47965232531229657,0.3474777523014281,-0.1406829893175099,0.1321745730108685,-0.004254208153320671,5
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,raw,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.1925344324360291,0.47350865602493286,0.35427908557984567,-0.16174465314381656,0.1192295704450872,-0.021257541349364695,6
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,raw,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.2666605667521556,0.2786850978930791,0.39451156018508804,-0.12785099343293244,-0.11582646229200894,-0.12183872786247069,10
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,raw,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.2841942465553681,0.3523423721392949,0.36411457550194526,-0.07992032894657713,-0.011772203362650335,-0.045846266154613735,8
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,raw,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.3382843683163325,0.4023396571477254,0.3294187732454803,0.008865595070852217,0.0729208839022451,0.04089323948654866,3
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,raw,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.538565069437027,0.33367066582043964,0.2855482033143441,0.25301686612268287,0.04812246250609553,0.15056966431438917,2
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,raw,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.5125762522220612,0.3638054430484772,0.2841662166433202,0.22841003557874096,0.07963922640515697,0.15402463099194896,1
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,raw,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.4195023576418559,0.22272461528579393,0.36221779075761634,0.05728456688423955,-0.1394931754718224,-0.041104304293791416,7
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,raw,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.34852184851964313,0.20786770060658455,0.3908302653580904,-0.04230841683844727,-0.18296256475150585,-0.11263549079497659,9
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,raw,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.5514473915100098,0.14184355114897093,0.3451964675138394,0.20625092399617034,-0.2033529163648685,0.00144900381565094,4
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,placebo_calibrated,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.27554881293326616,0.5185689131418864,0.41096463137202793,-0.13541581843876177,0.10760428176985842,-0.013905768334451674,6
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,placebo_calibrated,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.2462375064690908,0.5547869702180227,0.408662381168041,-0.1624248746989502,0.1461245890499817,-0.00815014282448423,5
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,placebo_calibrated,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.31120696663856506,0.3654066224892934,0.45013267702112597,-0.1389257103825609,-0.08472605453183257,-0.11182588245719677,9
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,placebo_calibrated,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.3495577772458394,0.4120814800262451,0.4217907876397173,-0.07223301039387786,-0.009709307613472162,-0.04097115900367504,8
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,placebo_calibrated,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.41290626923243207,0.4279632866382599,0.3953806881068481,0.017525581125583944,0.032582598531411766,0.025054089828497883,3
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,placebo_calibrated,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.6086092094580332,0.36931641896565753,0.34969533058918184,0.25891387886885137,0.019621088376475693,0.13926748362266356,2
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,placebo_calibrated,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.6153519948323568,0.3843832512696584,0.3424254580297404,0.2729265368026164,0.041957793239917995,0.15744216502126723,1
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,placebo_calibrated,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.469577819108963,0.295814392156899,0.4205398029751248,0.049038016133838236,-0.1247254108182258,-0.03784369734219378,7
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,placebo_calibrated,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.42023947834968567,0.25480009832729894,0.4506573478380839,-0.030417869488398253,-0.19585724951078498,-0.11313755949959164,10
Meta-Llama-3.1-8B-Instruct,29,30,0.9354838709677419,trimmed_mean,placebo_calibrated,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.617739200592041,0.19795001267145076,0.4037741356425815,0.2139650649494595,-0.20582412297113076,0.004070470989164354,4
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,raw,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.1920995625356833,0.5045789380868276,0.35299330949783325,-0.16089374696214995,0.15158562858899438,-0.004654059186577797,4
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,raw,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.20449797933300337,0.47460436820983887,0.35885202719105613,-0.15435404785805276,0.11575234101878273,-0.019300853419635,6
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,raw,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.2707429888347785,0.2931339045365651,0.39726051191488904,-0.12651752308011055,-0.10412660737832391,-0.11532206522921723,10
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,raw,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.2835324468712012,0.36532745758692425,0.3689328415526284,-0.08540039468142718,-0.0036053839657041453,-0.044502889323565664,8
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,raw,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.3455149829387665,0.4143344759941101,0.331936323394378,0.013578659544388472,0.0823981525997321,0.047988406072060286,3
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,raw,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.5289936860402426,0.3500977059205373,0.29218901238507694,0.2368046736551656,0.057908693535460354,0.147356683595313,2
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,raw,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.5012533565362295,0.38176147143046063,0.2908812003831069,0.2103721561531226,0.09088027104735374,0.15062621360023815,1
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,raw,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.43602100014686584,0.21475203335285187,0.36829513187209767,0.06772586827476818,-0.1535430985192458,-0.04290861512223881,7
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,raw,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.3669067720572154,0.20504190027713776,0.39456991892721915,-0.027663146870003763,-0.1895280186500814,-0.10859558276004255,9
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,raw,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.5495095153649648,0.13992917040983835,0.35540658111373585,0.194102934251229,-0.2154774107038975,-0.010687238226334272,5
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,placebo_calibrated,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.2994946477313836,0.5592874685923258,0.4436371790038215,-0.14414253127243787,0.11565028958850432,-0.014246120841966747,6
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,placebo_calibrated,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.2911711434523265,0.5775395433108012,0.4403276555240154,-0.14915651207168895,0.13721188778678572,-0.005972312142451641,4
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,placebo_calibrated,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.35194189349810284,0.40368594725926715,0.47802193752593464,-0.1260800440278318,-0.07433599026666748,-0.10020801714724964,9
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,placebo_calibrated,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.3815455238024394,0.4480765660603841,0.4533571878241168,-0.07181166402167743,-0.005280621763732729,-0.03854614289270508,7
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,placebo_calibrated,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.44227589170138043,0.46979257464408875,0.4258750623299016,0.016400829371478853,0.04391751231418717,0.03015917084283304,3
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,placebo_calibrated,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.6195082863171896,0.41240062316258747,0.385928247951799,0.2335800383653906,0.02647237521078849,0.13002620678808957,2
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,placebo_calibrated,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.6244390408198038,0.43211836616198224,0.37771208211779594,0.2467269587020079,0.05440628404418629,0.15056662137309706,1
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,placebo_calibrated,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.504068007071813,0.3235359229147434,0.4540299077828725,0.050038099288940485,-0.13049398486812908,-0.040227942789594295,8
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,placebo_calibrated,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.4582728445529938,0.29252774889270466,0.4796310199631585,-0.021358175410164715,-0.18710327107045382,-0.10423072324030924,10
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,mean,placebo_calibrated,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.6337310075759888,0.23336156581838927,0.44086702664693195,0.19286398092905682,-0.20750546082854268,-0.007320739949742916,5
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,raw,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.2165153386692206,0.49372602502504986,0.358027426732911,-0.1415120880636904,0.13569859829213887,-0.002906744885775747,5
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,raw,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.2114486371477445,0.4835967520872752,0.36309275155266124,-0.15164411440491674,0.12050400053461396,-0.0155700569351514,6
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,raw,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.2816789324084918,0.2954234729210536,0.40240707952115273,-0.12072814711266094,-0.10698360660009915,-0.11385587685638004,10
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,raw,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.2943677877386411,0.361952468752861,0.37600112913383377,-0.08163334139519268,-0.014048660380972744,-0.04784100088808274,8
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,raw,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.3473588277896245,0.4150669773419698,0.3406326129204697,0.006726214869154812,0.07443436442150009,0.04058028964532745,3
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,raw,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.5334903995196024,0.3427949746449788,0.3026794232428074,0.23081097627679503,0.040115551402171434,0.13546326383948326,2
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,raw,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.5108680427074432,0.3740127583344777,0.29981428095036083,0.2110537617570824,0.07419847738411689,0.14262611957059962,1
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,raw,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.4328450957934062,0.237087099502484,0.3714638161990378,0.0613812795943684,-0.1343767166965538,-0.036497718551092684,7
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,raw,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.365829735994339,0.22391188020507494,0.3981940092311965,-0.03236427323685753,-0.17428212902612158,-0.10332320113148957,9
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,raw,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.5578203996022543,0.1574989693860213,0.35633475830157596,0.2014856413006783,-0.19883578891555467,0.0013249261925618039,4
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,placebo_calibrated,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.3092107114692529,0.5438056389490763,0.4381924404038323,-0.12898172893457943,0.10561319854524398,-0.011684265194667698,6
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,placebo_calibrated,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.28791145980358124,0.5770407915115356,0.4342138067715698,-0.14630234696798855,0.14282698473996586,-0.0017376811140113468,5
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,placebo_calibrated,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.34988565742969513,0.39586496353149414,0.4739476835562123,-0.12406202612651718,-0.07808272002471817,-0.10107237307561767,10
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,placebo_calibrated,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.3804841488599777,0.43673276901245117,0.4501255845857991,-0.06964143572582138,-0.013392815573347927,-0.04151712564958465,8
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,placebo_calibrated,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.4380725125471751,0.4561726152896881,0.42444951459765434,0.013622997949520765,0.03172310069203377,0.022673049320777294,3
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,placebo_calibrated,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.6199998656908671,0.39494994282722473,0.3842146210372448,0.23578524465362227,0.010735321789979935,0.12326028322180105,2
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,placebo_calibrated,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.6266059875488281,0.41182537873586017,0.37638743511504597,0.25021855243378216,0.035437943620814205,0.14282824802729815,1
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,placebo_calibrated,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.49650976061820984,0.32599424198269844,0.4483632230096393,0.04814653760857052,-0.12236898102694088,-0.03711122170918518,7
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,placebo_calibrated,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.4532267947991689,0.2929805902143319,0.47379542887210846,-0.020568634072939573,-0.18081483865777653,-0.10069173636535805,9
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,median,placebo_calibrated,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.6382485429445902,0.23485231275359789,0.43149760531054604,0.20675093763404417,-0.19664529255694815,0.005052822538547996,4
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,raw,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.205146091679732,0.4993634720643361,0.35601982805464005,-0.15087373637490806,0.14334364400969607,-0.00376504618260598,4
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,raw,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.20863397295276323,0.4797436793645223,0.3613971318635676,-0.15276315891080436,0.11834654750095469,-0.01720830570492482,6
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,raw,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.277647936095794,0.29362793763478595,0.4004310580591361,-0.12278312196334207,-0.10680312042435014,-0.1147931211938461,10
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,raw,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.2896875776350498,0.3635808527469635,0.37310020584199166,-0.08341262820694184,-0.00951935309502816,-0.046465990650985,8
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,raw,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.346710205078125,0.4156506458918254,0.3367360656460126,0.009974139432112394,0.07891458024581277,0.04444435983896261,3
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,raw,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.5318004488945007,0.34561118483543396,0.29838580472601783,0.2334146441684829,0.047225380109416126,0.1403200121389495,2
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,raw,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.5077248016993204,0.3794488112131755,0.2951318116651641,0.21259299003415633,0.08431699954801136,0.14845499479108382,1
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,raw,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.43510745962460834,0.22581052159269652,0.37055035556356114,0.0645571040610472,-0.14473983397086462,-0.040091364954908726,7
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,raw,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.36672117312749225,0.21533750866850218,0.3968367887039979,-0.03011561557650566,-0.18149928003549573,-0.10580744780600071,9
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,raw,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.5547176400820414,0.1482042707502842,0.35654904569188756,0.19816859439015383,-0.20834477494160336,-0.005088090275724766,5
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,placebo_calibrated,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.30365849907199544,0.552197108666102,0.44086013899909127,-0.13720163992709583,0.11133696966701079,-0.01293233513004255,6
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,placebo_calibrated,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.289007971684138,0.5773003300031027,0.43737590768271023,-0.14836793599857223,0.13992442232039243,-0.00422175683908993,5
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,placebo_calibrated,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.3517997165520986,0.39875103036562604,0.4759617592725489,-0.12416204272045034,-0.07721072890692288,-0.10068638581368661,9
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,placebo_calibrated,3,distractors_negated|prefix_injection|refusal_suppression,encoding_obfuscation|payload_splitting|persona_roleplay,False,0.38047707080841064,0.44267215331395465,0.45176226687100196,-0.07128519606259132,-0.009090113557047308,-0.04018765480981934,8
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,placebo_calibrated,4,encoding_obfuscation|persona_roleplay|prefix_injection,distractors_negated|payload_splitting|refusal_suppression,False,0.4401038885116577,0.4644060432910919,0.42464203097754055,0.015461857534117163,0.03976401231355137,0.027612934923834265,3
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,placebo_calibrated,5,payload_splitting|persona_roleplay|prefix_injection,distractors_negated|encoding_obfuscation|refusal_suppression,False,0.6198935310045878,0.4028546412785848,0.3852292841507329,0.2346642468538549,0.017625357127851904,0.12614480199085343,2
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,placebo_calibrated,6,distractors_negated|persona_roleplay|prefix_injection,encoding_obfuscation|payload_splitting|refusal_suppression,False,0.6257284084955851,0.4239332874615987,0.37625810959272915,0.24947029890285594,0.047675177868869545,0.14857273838586277,1
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,placebo_calibrated,7,encoding_obfuscation|payload_splitting|prefix_injection,distractors_negated|persona_roleplay|refusal_suppression,False,0.5009147723515829,0.3236296313504378,0.45129720701111686,0.04961756534046602,-0.12766757566067904,-0.03902500516010654,7
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,placebo_calibrated,8,distractors_negated|encoding_obfuscation|prefix_injection,payload_splitting|persona_roleplay|refusal_suppression,False,0.4550337890783946,0.29299241676926613,0.4768032729625702,-0.0217694838841756,-0.18381085619330406,-0.1027901700387398,10
Meta-Llama-3.1-8B-Instruct,30,31,0.967741935483871,trimmed_mean,placebo_calibrated,9,distractors_negated|payload_splitting|prefix_injection,encoding_obfuscation|persona_roleplay|refusal_suppression,False,0.6358861128489176,0.23250369603435198,0.4366820719507005,0.19920404089821708,-0.20417837591634855,-0.0024871675090657464,4
Meta-Llama-3.1-8B-Instruct,31,32,1.0,mean,raw,0,persona_roleplay|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|payload_splitting,True,0.17183315319319567,0.5062808692455292,0.3396037088500129,-0.16777055565681723,0.16667716039551628,-0.0005466976306504612,4
Meta-Llama-3.1-8B-Instruct,31,32,1.0,mean,raw,1,encoding_obfuscation|prefix_injection|refusal_suppression,distractors_negated|payload_splitting|persona_roleplay,False,0.19316719534496465,0.4624979595343272,0.3470866647031572,-0.15391946935819253,0.11541129483117002,-0.019254087263511244,6
Meta-Llama-3.1-8B-Instruct,31,32,1.0,mean,raw,2,payload_splitting|prefix_injection|refusal_suppression,distractors_negated|encoding_obfuscation|persona_roleplay,False,0.2580260094255209,0.2855953474839528,0.38443459735976326,-0.12640858793424237,-0.09883924987581044,-0.11262391890502643,9
